date	AAPL	SPY	TSLA	QQQ	MSFT	NVDA
2024-10-31	-0.030429079378932244	-0.008923754922916638	-0.045025412068364745	-0.008646167719097875	-0.05565870367357961	0.09321460769799605
2024-11-30	0.05170687825397691	0.05963353502628643	0.3814688622385136	0.053508150112733244	0.0441925428855372	0.041353012581465176
2024-12-31	0.055155165267847917	-0.02406006705359487	0.17000808915631316	0.004540496926424442	-0.004628605445029521	-0.028576914684125487
2025-01-31	-0.057583234908321734	0.02685623711431928	0.0018819576379678349	0.02163404045165951	-0.01527876479231205	-0.10589027510595772
2025-02-28	0.025872441821147785	-0.012694736490296177	-0.2758773935575025	-0.02703478611399812	-0.04161813622532784	0.040393029426297966
2025-03-31	-0.08150016089676104	-0.05571920643497963	-0.11543452131892018	-0.07586191333200998	-0.05440932737992932	-0.13232487792137726
2025-04-30	-0.043352951328328726	-0.008670276875496041	0.08874826236685496	0.013968199973197537	0.052931657242873076	0.004982410811787075
2025-05-31	-0.053584043540525816	0.06284516327199374	0.2278848417863253	0.09178294497566131	0.16683983511124922	0.2406355273027898
2025-06-30	0.02150852755371435	0.05138601458363601	-0.08312644606383923	0.06385835705643994	0.08048050874655832	0.16925156332564284
2025-07-31	0.011697700411049672	0.023031548697107995	-0.02955995259140498	0.02423680749735202	0.0725558129144428	0.12583067293949357
2025-08-31	0.1196388296866886	0.02051948404438786	0.08304410748975077	0.009539710876868224	-0.048691756096405636	-0.020745559183131368
2025-09-30	0.09688125410893011	0.03562043418529992	0.33201547825406585	0.053762321732697904	0.02222274040750971	0.07125121360969189
2025-10-31	0.0618151696714353	0.02383739357630099	0.026623485126352042	0.04780390389875633	-0.0002704102084843951	0.0852717678839181
2025-11-30	0.03236421756367336	0.0019500049129079766	-0.05780178787448975	-0.015610505771934569	-0.04804674418145871	-0.1258827775133191
2025-12-31	-0.025067289046220242	0.0007975029584423865	0.045447119005781245	-0.006699267088982386	-0.0170525388427748	0.05373101785259271
2026-01-31	-0.04553807543927202	0.014737728839574471	-0.04293782243658151	0.012306564639789519	-0.11027248002775836	0.024825733202540334
2026-02-28	0.01906584775625131	-0.008641958340223965	-0.06482189925675397	-0.023445512550915093	-0.08518351769513566	-0.07293465552553402
2026-03-31	-0.03932929687093145	-0.04937956664344334	-0.07642048401115797	-0.048382495164410066	-0.05746798756249527	-0.0156925510196515
2026-04-30	0.0691911154734397	0.10505268686597247	0.026577013807162153	0.15690076873760872	0.10160193378338156	0.14432340855381232
2026-05-31	0.15108715221843605	0.05262575303750272	0.14191757191298504	0.10568488508947738	0.10651617603697683	0.05797465881657349
2026-06-30	-0.07274245453871875	-0.010292566443839024	-0.034856243015127464	-0.00149083123068805	-0.17150856157139238	-0.051230493410720834
2026-07-31	0.06756296301144094	0.00034817917005858234	-0.26008086795299534	-0.06573877318676935	0.24583136341252132	0.003298534030630851
2026-08-31	0.03582181728617817	0.029878245068770015	0.12062597466553582	0.041337814277963014	0.10711128620652532	0.08368619203864425
